zcta,median_household_income,housing_age
81082,58589,64
81089,52280,52
81090,46389,49
81091,50179,34
81092,66719,57
81101,54844,44
81120,47546,47
81121,42813,31
81122,93714,29
81123,36487,39
81124,88793,38
81125,56250,51
81126,52870,47
81128,250001,26
81130,54730,42
81131,45156,31
81132,55000,52
81133,45833,29
81136,47448,49
81137,63860,36
81140,46781,42
81141,59539,51
81143,30915,23
81144,64662,57
81146,69556,33
81147,84270,30
81148,45469,41
81149,57019,36
81151,43417,43
81152,31875,54
81154,77177,36
81155,75000,23
81201,80248,38
81211,88083,31
81212,64235,48
81220,250001,30
81221,34000,33
81223,51889,29
81224,89907,34
81225,85357,39
81226,53969,48
81230,77942,43
81233,60386,50
81235,79000,42
81236,98170,32
81237,134038,36
81240,90417,40
81242,95865,23
81243,73636,33
81244,51250,48
81251,105600,34
81252,69527,31
81253,76346,45
81301,83943,35
81303,88103,31
81321,59506,47
81323,75393,40
81324,71630,45
81325,56750,88
81326,80089,33
81327,94349,37
81328,72522,26
81331,84353,26
81332,104250,45
81401,71286,34
81403,80893,29
81410,67826,42
81411,59375,14
81413,58465,41
81415,59141,48
81416,50243,45
81418,54417,48
81419,59735,50
81422,27917,50
81423,62125,38
81424,39960,53
81425,73682,41
81426,135179,31
81427,84167,48
81428,75799,48
81429,69000,42
81430,74148,32
81431,83304,32
81432,90882,27
81433,62317,53
81434,143074,28
81435,83076,30
81501,53666,55
81503,75053,44
81504,70958,36
81505,90830,25
81506,78651,39
81507,107528,42
81520,50283,42
81521,88458,28
81523,106518,25
81524,99947,24
81525,113796,22
81526,87500,46
81527,76815,31
81601,109129,40
81610,51105,29
81611,82664,40
81615,102959,45
81620,102775,36
81621,104754,32
81623,109661,33
81624,91739,40
81625,75812,49
81630,64875,35
81631,113662,27
81632,83712,30
81635,73278,32
81637,109209,25
81639,110404,47
81641,63070,48
81643,106813,34
81645,102039,52
81646,67321,31
81647,78352,26
81648,71705,47
81650,81025,34
81652,101038,30
81654,141111,37
81655,125539,22
81656,250001,35
81657,100573,39
82001,75362,59
82007,58745,36
82009,103835,36
82053,115486,40
82054,52981,23
82055,110579,42
82059,148750,35
82063,105208,17
82070,69095,49
82072,53863,47
82082,69347,50
82083,49000,53
82190,64674,55
82201,64982,50
82210,68200,66
82212,48529,54
82213,71225,48
82214,77784,50
82215,137589,25
82221,34563,69
82222,62742,48
82223,63194,55
82225,68422,63
82227,31827,88
82240,60766,54
82244,83000,61
82301,62841,55
82321,70250,49
82322,40250,56
82323,73594,48
82324,58500,53
82325,74167,53
82327,75540,50
82331,95610,48
82334,75208,53
82336,57298,37
82401,65583,55
82410,68839,55
82411,103958,50
82412,64583,67
82414,77958,41
82420,77679,48
82421,42222,41
82426,67083,64
82430,35417,54
82431,60295,67
82432,44750,68
82433,44881,51
82435,67534,45
82441,60069,48
82442,61300,41
82443,62767,52
82450,193964,22
82501,60449,48
82510,55000,46
82513,66332,46
82514,31667,45
82515,53000,51
82516,40208,47
82520,76959,48
82523,57188,47
82601,67642,55
82604,79118,49
82609,71010,43
82633,82412,47
82635,34886,41
82636,86638,27
82637,80038,51
82639,72112,34
82640,250001,31
82642,80000,53
82643,77800,88
82644,53750,43
82649,69375,46
82701,90922,52
82710,53603,42
82711,58623,61
82716,73155,44
82718,104458,28
82720,80170,43
82721,72865,27
82723,116429,41
82727,97972,34
82729,89306,44
82730,72159,58
82732,78355,36
82801,73213,44
82831,127500,53
82832,94375,30
82834,63395,44
82835,103750,34
82836,79375,48
82837,54531,88
82838,65815,59
82839,57708,33
82842,105859,39
82901,69954,44
82925,250001,39
82930,81042,42
82932,87632,46
82933,128819,40
82934,83375,48
82935,87993,49
82937,98000,37
82938,105323,45
82939,98171,43
82941,91429,41
82944,250001,30
82945,68036,51
83001,124717,36
83011,250001,45
83013,140325,45
83014,140473,39
83025,106611,46
83101,76947,48
83110,86731,47
83111,131000,31
83112,158913,39
83113,75385,41
83114,85536,56
83116,67019,49
83118,69508,30
83120,59200,50
83123,160250,38
83124,87500,35
83126,111172,49
83127,87743,29
83128,112476,26
83201,66357,54
83202,70423,34
83204,57146,58
83209,19336,35
83210,74615,59
83211,65483,52
83213,43472,55
83214,80333,60
83215,41250,67
83217,74688,54
83218,78472,55
83220,78021,51
83221,75172,47
83223,79583,65
83226,36458,42
83228,73750,58
83232,86302,47
83234,81083,66
83236,68214,55
83237,86053,41
83238,90491,36
83239,85000,58
83241,71298,69
83245,93005,48
83246,73125,42
83250,73555,47
83251,73482,37
83252,76328,54
83254,64839,69
83255,70714,51
83261,95000,50
83262,59900,49
83263,62500,53
83271,62250,56
83272,77614,49
83274,92669,40
83276,64750,53
83277,63654,39
83278,81602,36
83281,131213,56
83286,92500,41
83287,102059,34
83301,62647,43
83302,108281,51
83311,101167,53
83312,57155,32
83313,74575,36
83314,66771,52
83316,69593,52
83318,71282,50
83320,57813,70
83321,60000,46
83323,60625,55
83324,70066,39
83325,76375,59
83327,66250,34
83328,70851,47
83330,60842,53
83332,64792,43
83333,99704,32
83334,64583,53
83335,61053,55
83336,71191,39
83338,72072,42
83340,93556,43
83341,99100,28
83342,56818,54
83344,65417,48
83346,70114,67
83347,79643,52
83349,70795,41
83350,61806,53
83352,70057,41
83353,126645,47
83355,65764,48
83401,78497,40
83402,74517,51
83404,82103,41
83406,86991,24
83420,69286,49
83422,96530,30
83423,53472,48
83424,150714,34
83425,80833,47
83427,84009,21
83428,68750,46
83429,78565,43
83431,90833,47
83433,94250,50
83434,82731,52
83435,73750,52
83436,80000,50
83438,145714,88
83440,58159,23
83442,88260,25
83443,65590,53
83444,88438,38
83445,68012,51
83446,74688,44
83448,76000,32
83449,82368,36
83450,70046,51
83451,67946,51
83452,72083,32
83454,66607,67
83455,121964,22
83463,58000,80
83464,40625,45
83465,64464,40
83467,53917,48
83468,85250,48
83501,73629,54
83520,25688,48
83522,79688,55
83523,63036,64
83524,63333,44
83525,44857,46
83526,70357,67
83530,79477,55
83533,128750,52
83535,57647,48
83536,53707,45
83537,71917,46
83539,57885,43
83540,62963,47
83541,62569,37
83543,62679,66
83544,69458,51
83545,63750,52
83546,53594,60
83547,49479,37
83548,73750,88
83549,56488,44
83552,56172,45
83553,39191,47
83554,39128,35
83555,56250,50
83604,51810,45
83605,68427,39
83607,85399,22
83610,65625,53
83611,77411,44
83612,54810,51
83615,74732,25
83616,125203,21
83617,65291,45
83619,66267,34
83622,65625,33
83623,58145,76
83624,44583,45
83626,69531,50
83627,61250,42
83628,68854,46
83629,72500,33
83631,80714,38
83632,51583,41
83633,84394,52
83634,97171,21
83636,85761,46
83637,46944,49
83638,75217,33
83639,64042,36
83641,84730,30
83642,96909,21
83643,65208,34
83644,97293,21
83645,65417,48
83646,102861,20
83647,63760,40
83648,74196,19
83650,57396,47
83651,69914,35
83654,91750,30
83655,84542,49
83656,64750,33
83657,51183,43
83660,63653,45
83661,59351,53
83666,63125,77
83669,100091,16
83670,91685,27
83672,51045,52
83676,67176,34
83686,86518,25
83687,76682,24
83702,85733,57
83703,76910,41
83704,73390,44
83705,64731,54
83706,82893,42
83709,92786,29
83712,105574,48
83713,91295,31
83714,87651,27
83716,128822,23
83801,71108,28
83802,78906,68
83803,60818,40
83804,59302,28
83805,70083,33
83806,43125,74
83809,124615,32
83810,132344,49
83811,44930,47
83812,72500,24
83813,90156,32
83814,74782,48
83815,77864,27
83822,56490,40
83823,78345,48
83824,53036,54
83825,53125,19
83827,54327,52
83830,108182,22
83832,91250,55
83833,81568,35
83834,98594,48
83835,91316,32
83836,97083,43
83837,45885,75
83839,63889,43
83840,70833,23
83841,50789,55
83842,91429,54
83843,59444,44
83845,72695,34
83846,59844,88
83847,48859,45
83848,127313,50
83849,52639,64
83850,67574,53
83851,57356,47
83852,50385,29
83854,82742,24
83855,84423,55
83856,75285,41
83857,78185,49
83858,95380,29
83860,71563,35
83861,65508,49
83864,70496,36
83866,31711,34
83867,90074,67
83868,51270,77
83869,67099,29
83870,51250,49
83871,89750,49
83872,100242,28
83873,45852,88
83874,42500,81
83876,60729,45
84001,81094,39
84002,83125,42
84003,120330,25
84004,170500,28
84005,113437,15
84006,83000,88
84007,91042,44
84009,137922,15
84010,102445,53
84013,105000,27
84014,123130,39
84015,95519,33
84017,95900,38
84020,128910,23
84021,73819,43
84022,101667,43
84023,50833,47
84025,127338,24
84026,32321,50
84027,75556,37
84028,47083,26
84029,101365,27
84031,71111,50
84032,103440,23
84033,94038,33
84036,120769,21
84037,134375,33
84038,95714,45
84039,60893,38
84040,128365,35
84041,89604,32
84042,121275,29
84043,129852,18
84044,90346,41
84045,130331,14
84046,76250,46
84047,75954,39
84049,151343,23
84050,131170,29
84051,106719,41
84052,59167,43
84053,70000,46
84054,101860,24
84055,126071,32
84056,69352,35
84057,82780,39
84058,74553,34
84059,105271,11
84060,128295,37
84061,177500,26
84062,105649,25
84064,88487,55
84065,128192,24
84066,79494,36
84067,91115,40
84069,88269,51
84070,78991,34
84071,134179,22
84072,74911,44
84073,59313,40
84074,108341,28
84075,133286,21
84076,124375,41
84078,75113,32
84080,81307,42
84081,119970,22
84082,126875,33
84083,44173,45
84084,96056,41
84085,58250,49
84086,81328,61
84087,132774,37
84088,105142,33
84092,151500,42
84093,138556,48
84094,106732,46
84095,126968,23
84096,122881,15
84097,94194,42
84098,174119,26
84101,72735,20
84102,52199,65
84103,83916,64
84104,61425,64
84105,99562,88
84106,101551,61
84107,72108,47
84108,120854,68
84109,145034,66
84111,52952,39
84112,10296,48
84115,65548,47
84116,66751,48
84117,87813,51
84118,90562,47
84119,71378,41
84120,94306,48
84121,115515,49
84123,81271,42
84124,120408,60
84128,110726,33
84129,95844,44
84301,89583,48
84302,79706,50
84305,64583,88
84306,121250,31
84307,80441,36
84308,83333,68
84309,100000,46
84310,130208,31
84311,77841,38
84312,83088,36
84314,87578,34
84315,109989,25
84316,88015,44
84317,130040,38
84318,113194,28
84319,89189,33
84320,103810,51
84321,69148,42
84324,142188,28
84325,116094,31
84326,91971,36
84327,77024,48
84328,113646,32
84330,86518,34
84331,65625,50
84332,117987,26
84333,108750,44
84335,97979,25
84336,89392,53
84337,81683,32
84338,95313,63
84339,112744,29
84340,108304,38
84341,69310,27
84401,80758,40
84403,88236,63
84404,85057,40
84405,84106,38
84414,114833,28
84501,58617,51
84511,73218,43
84512,54375,40
84513,82958,48
84516,75250,26
84518,73594,47
84520,38482,80
84521,49583,48
84522,73125,56
84523,71212,45
84525,67155,49
84526,59850,70
84528,71053,49
84531,32200,29
84532,68444,36
84534,47708,34
84535,75625,53
84536,35250,35
84537,90086,49
84539,36927,78
84542,61466,48
84601,67207,38
84604,75571,45
84606,52811,44
84620,88810,43
84622,77778,37
84624,75469,50
84627,72875,31
84628,69167,79
84629,65962,38
84630,75833,36
84631,67115,52
84632,72996,34
84633,95147,50
84634,72130,49
84635,82813,67
84636,72500,77
84637,80357,52
84638,95625,30
84639,83802,49
84640,54688,57
84642,66250,54
84643,69870,48
84644,48750,88
84645,111250,23
84646,64324,51
84647,65970,39
84648,106604,48
84649,73479,55
84651,96999,28
84652,83750,49
84653,112454,22
84654,64015,52
84655,100734,18
84656,75313,82
84657,79083,71
84660,104355,26
84662,73295,51
84663,90252,30
84664,132601,21
84667,71250,43
84701,73943,52
84711,81042,38
84712,41250,68
84713,77778,45
84714,58155,36
84715,76875,53
84716,52022,34
84718,31250,50
84719,75125,37
84720,67670,30
84721,67299,25
84722,115486,30
84723,75179,54
84724,49438,50
84725,95156,28
84726,67235,44
84729,50625,41
84730,89500,44
84733,130179,36
84734,38095,31
84735,50682,36
84736,49375,44
84737,75545,23
84738,77993,21
84739,85313,43
84740,56750,53
84741,85417,31
84742,138929,25
84743,43250,25
84744,76563,44
84745,68269,30
84746,93889,31
84747,96818,49
84750,28750,50
84751,81908,67
84752,74792,43
84754,72794,41
84755,68295,52
84756,85489,46
84757,85104,24
84758,84545,49
84759,74441,41
84760,42465,40
84761,51538,42
84762,65167,32
84763,54722,42
84764,57553,65
84765,96475,22
84767,63333,36
84770,70024,29
84773,123164,27
84774,97813,23
84775,102188,33
84776,72031,44
84779,68750,35
84780,91963,18
84781,104286,34
84782,75625,40
84784,78523,35
84790,91054,21
85003,60461,55
85004,73750,15
85006,58248,64
85007,63616,66
85008,66353,46
85009,52054,64
85012,86620,48
85013,71966,60
85014,66731,52
85015,54874,55
85016,87850,49
85017,58346,58
85018,93885,56
85019,68528,59
85020,83735,48
85021,59768,49
85022,69927,40
85023,77369,42
85024,106724,31
85027,76605,38
85028,125054,50
85029,64556,51
85031,70412,67
85032,78643,42
85033,64144,50
85034,63559,26
85035,60440,47
85037,84016,32
85040,60727,43
85041,75301,25
85042,88717,34
85043,78257,22
85044,96820,37
85045,153583,27
85048,122833,31
85050,139836,27
85051,69189,53
85053,70011,48
85054,91507,16
85083,149087,21
85085,128984,17
85086,121676,22
85087,138566,21
85118,86393,24
85119,71585,32
85120,57786,35
85121,31173,24
85122,68443,24
85123,69137,25
85128,65477,25
85131,56576,26
85132,79000,20
85135,29722,79
85137,57946,57
85138,95867,19
85139,86894,23
85140,101477,18
85141,71346,27
85142,129367,16
85143,93707,19
85145,80357,18
85147,48517,18
85172,71806,41
85173,46128,73
85192,59922,48
85193,57930,32
85194,82935,23
85201,67294,45
85202,71619,47
85203,73578,47
85204,72216,46
85205,73283,40
85206,75607,38
85207,108699,25
85208,69390,37
85209,84432,25
85210,61957,43
85212,125902,15
85213,103969,38
85215,98831,33
85224,94516,37
85225,88676,35
85226,114817,34
85233,111160,32
85234,121102,32
85248,94495,29
85249,153633,21
85250,95761,50
85251,92851,47
85253,184979,40
85254,123203,40
85255,140616,26
85256,44844,39
85257,86962,55
85258,114111,42
85259,137895,32
85260,97177,33
85262,177790,21
85263,145053,26
85264,60729,29
85266,151923,27
85268,112795,32
85281,64538,36
85282,79036,48
85283,84568,44
85284,156146,36
85286,121758,20
85295,118467,19
85296,118982,25
85297,130755,19
85298,156425,17
85301,53827,49
85302,65132,47
85303,80650,34
85304,86927,44
85305,88167,19
85306,84779,45
85307,82888,26
85308,95247,34
85310,122137,31
85320,47731,28
85321,53180,65
85322,75417,22
85323,83120,22
85324,47465,33
85325,47691,38
85326,89876,19
85329,36399,61
85331,129083,28
85332,56165,31
85333,39722,40
85334,39143,39
85335,78050,22
85336,49152,25
85337,55365,50
85338,101744,19
85339,110602,20
85340,122323,20
85342,55917,31
85344,54583,45
85345,67380,38
85346,44028,37
85348,63618,32
85349,60330,23
85350,74025,27
85351,53725,54
85352,40119,48
85353,94154,20
85354,64203,25
85355,123055,19
85356,71285,28
85357,46830,48
85361,77361,22
85362,47609,47
85363,68321,47
85364,57874,43
85365,70331,27
85367,58469,29
85373,72063,46
85374,81201,25
85375,63928,37
85377,149167,39
85378,56444,30
85379,110616,20
85381,96746,31
85382,91525,29
85383,145546,16
85387,98757,17
85388,112164,20
85390,68591,32
85392,87702,27
85395,105935,19
85396,114056,13
85501,61983,56
85530,38750,32
85531,97365,47
85532,73802,88
85533,62784,45
85534,76250,47
85536,104500,21
85539,47807,65
85540,78431,47
85541,66383,34
85542,29022,41
85543,92011,44
85544,59924,44
85545,53707,41
85546,61832,40
85550,51491,38
85551,76083,47
85552,88454,36
85553,50762,29
85601,30542,41
85602,53008,34
85603,47680,84
85605,48558,41
85606,59306,31
85607,43351,53
85609,78779,25
85610,34375,44
85611,91458,38
85613,89609,25
85614,64879,33
85615,73758,29
85616,51813,36
85617,43967,39
85618,51953,53
85620,57738,41
85621,43464,48
85622,76959,36
85623,68541,22
85624,56053,53
85625,47500,43
85626,49519,52
85627,72917,30
85629,109253,20
85630,52146,31
85631,48389,69
85632,52917,38
85633,21000,88
85634,36389,45
85635,61580,40
85637,99688,28
85638,37604,42
85639,39333,50
85640,55417,47
85641,131164,19
85643,57903,44
85645,60714,40
85646,73438,27
85648,61519,26
85650,91654,29
85653,86154,20
85658,123415,17
85701,51794,70
85704,81696,45
85705,37194,49
85706,50248,43
85708,63919,22
85710,57175,50
85711,56121,63
85712,50625,51
85713,53152,49
85714,55000,57
85715,85069,44
85716,49061,62
85718,114892,43
85719,42241,52
85730,62090,47
85735,74158,32
85736,51250,36
85737,107348,30
85739,81711,25
85741,76271,40
85742,98844,30
85743,90093,26
85745,71348,38
85746,68903,35
85747,110816,24
85748,95750,34
85749,109219,39
85750,102836,39
85755,113831,26
85756,72490,25
85757,83219,21
85901,59779,30
85911,25510,41
85912,93523,20
85920,73438,37
85922,55897,35
85924,27058,37
85925,82708,42
85927,92026,43
85928,41864,28
85929,62752,39
85930,54250,31
85931,87852,39
85933,65735,33
85934,56567,29
85935,73333,38
85936,131238,42
85937,69702,35
85938,49684,51
85939,90496,25
85940,110486,25
85941,43259,41
86001,64626,31
86004,81172,38
86005,87942,31
86015,119722,19
86016,2499,38
86018,77279,37
86020,35909,38
86021,90096,28
86022,61923,38
86023,74286,40
86024,73421,34
86025,56919,52
86030,17321,55
86031,32500,38
86032,73194,47
86033,40313,35
86034,37286,40
86035,45750,39
86036,78250,40
86038,43942,41
86039,30000,44
86040,83299,39
86042,69940,32
86044,33167,38
86045,50844,40
86046,79095,24
86047,54441,51
86053,40956,35
86054,24063,40
86301,72652,32
86303,72359,42
86305,80436,31
86314,69208,28
86315,97049,16
86320,42609,29
86321,94006,47
86322,69411,34
86323,62603,27
86324,46813,37
86325,74679,26
86326,57378,36
86327,71512,25
86329,58875,35
86331,40096,88
86332,49891,34
86333,55602,33
86334,78723,26
86335,64455,34
86336,68435,38
86337,50851,29
86338,68229,41
86343,71417,48
86351,81203,35
86401,66129,30
86403,58967,36
86404,72910,29
86406,77506,30
86409,50852,33
86411,67697,20
86413,41760,29
86426,64551,25
86429,58906,27
86432,48627,21
86434,58080,40
86436,44077,41
86437,78125,22
86438,41985,24
86440,63188,31
86441,25098,38
86442,48081,37
86444,26678,35
86502,20500,42
86503,36321,36
86504,46573,46
86505,28547,39
86506,31563,41
86507,35924,42
86508,17054,41
86510,29211,35
86511,41000,34
86512,31087,35
86514,47917,33
86515,47336,45
86520,15417,34
86535,31250,34
86538,30268,40
86540,24271,36
86544,23068,40
86545,26071,36
86547,39000,34
86556,27875,36
87001,68547,40
87002,51961,41
87004,65743,36
87006,93750,39
87008,85673,38
87010,60000,44
87012,36303,51
87013,32942,41
87014,44638,88
87015,79904,33
87016,55296,53
87017,78060,42
87018,30250,39
87020,62746,48
87021,40129,51
87022,55329,44
87024,60727,47
87025,153936,37
87026,84750,35
87027,15625,44
87029,70435,46
87031,60902,33
87034,48795,48
87035,44938,36
87036,47132,39
87037,19044,41
87041,80662,35
87042,73057,46
87043,109750,26
87044,60313,35
87045,19270,39
87046,62216,47
87047,116630,33
87048,102004,40
87052,61544,44
87053,52857,47
87056,76563,33
87059,92315,35
87061,44277,39
87062,20539,34
87063,72721,52
87068,79602,45
87072,83472,50
87083,57375,41
87102,42990,66
87104,75436,51
87105,55644,54
87106,49781,65
87107,61672,52
87108,42724,62
87109,58900,48
87110,64892,66
87111,90290,44
87112,73937,54
87113,95922,23
87114,84277,26
87116,83774,29
87120,86907,30
87121,60796,26
87122,169041,30
87123,64359,45
87124,86555,35
87144,94550,22
87301,58772,48
87305,45096,35
87310,39896,36
87311,33641,37
87312,48977,36
87313,43041,41
87315,118324,32
87316,84875,46
87317,53589,46
87319,41452,34
87320,43125,37
87321,49313,35
87322,29286,35
87323,51616,36
87325,36800,40
87326,34773,38
87327,45959,41
87328,33906,41
87357,30750,41
87364,32500,42
87375,40735,34
87401,61886,43
87402,79461,38
87410,55189,38
87412,55417,42
87413,49869,38
87415,44095,35
87416,49973,39
87417,75215,34
87418,82750,36
87419,21007,30
87420,36335,38
87421,51029,35
87455,38167,42
87461,32981,39
87499,40662,41
87501,79603,56
87505,78247,45
87506,96511,32
87507,70398,29
87508,101565,29
87510,85453,44
87511,70346,33
87514,71556,44
87515,93676,28
87516,103625,81
87520,38889,33
87521,39718,54
87522,58620,50
87523,23395,58
87525,76875,47
87527,65461,36
87528,41679,33
87529,61618,32
87532,58448,46
87535,59688,35
87537,48228,48
87540,52500,47
87544,138583,50
87547,156444,53
87548,72788,38
87549,56134,38
87551,35896,53
87552,53688,46
87553,48906,50
87556,52546,34
87557,49337,46
87558,49435,43
87560,29179,43
87562,116402,45
87564,78472,26
87565,24190,54
87566,61029,43
87569,99779,28
87571,57575,45
87575,98329,36
87579,66244,48
87701,49920,52
87710,83125,38
87711,35521,34
87712,12274,33
87713,115085,31
87714,33333,47
87718,58462,49
87722,53687,43
87728,35602,61
87729,26250,77
87730,49375,50
87732,69421,54
87734,123500,44
87740,52815,64
87742,59505,38
87743,44766,60
87745,39130,33
87746,102557,66
87747,55948,67
87752,43912,88
87801,46525,47
87821,83890,37
87825,30596,46
87829,49345,36
87830,31163,47
87831,12397,54
87901,34242,50
87930,38085,53
87935,51033,31
87936,22043,66
87937,39495,40
87940,56750,57
87941,31332,42
87942,42308,41
88001,33087,48
88002,89565,22
88005,54452,45
88007,64892,31
88008,73848,19
88011,75875,29
88012,69052,21
88020,75500,48
88021,46217,37
88022,37147,35
88023,34477,57
88024,38333,36
88025,114762,49
88026,57898,60
88027,61250,44
88028,43750,39
88029,26090,40
88030,37417,46
88038,18317,47
88039,31484,46
88041,33403,55
88042,75137,47
88043,34236,70
88044,64910,42
88045,44063,52
88047,48049,35
88048,43750,36
88049,59219,33
88056,68010,26
88061,47917,46
88063,41975,38
88065,47031,56
88072,53750,36
88081,46017,32
88101,56587,49
88112,60516,22
88113,71250,70
88116,54239,62
88118,57650,59
88120,70458,63
88121,2499,88
88124,51618,55
88130,52434,49
88132,56765,65
88135,70417,50
88136,67159,52
88201,61780,48
88203,42207,64
88210,79632,40
88220,78162,49
88230,43469,43
88231,51417,51
88232,65000,42
88240,63270,46
88242,90000,32
88250,83250,71
88253,85813,33
88256,45714,47
88260,75476,51
88267,52250,67
88301,43900,67
88310,57214,44
88311,17188,45
88312,80345,28
88316,54080,32
88317,136250,44
88318,73125,52
88321,81153,44
88325,97955,35
88330,52465,34
88337,60597,35
88338,59276,47
88339,57375,37
88340,36927,42
88341,48393,26
88344,113375,72
88345,53971,44
88346,33594,43
88348,86985,54
88352,48693,43
88401,49345,63
88410,36042,88
88411,46250,48
88415,44952,62
88418,77813,76
88419,96250,48
88422,61346,81
88426,40000,44
88427,65417,81
88430,32115,50
88434,38750,55
88435,49648,48
89001,71386,42
89002,105471,26
89004,94821,37
89005,74375,46
89007,78237,30
89010,63690,38
89011,93136,17
89012,98053,24
89013,78580,53
89014,73284,33
89015,72096,33
89018,87083,34
89019,45054,33
89020,36953,49
89021,126944,30
89025,59777,40
89027,71574,24
89029,46294,33
89030,47937,51
89031,87297,24
89032,76127,26
89034,91016,13
89039,48083,45
89040,78357,38
89042,64083,68
89043,88938,39
89044,108155,16
89045,110724,39
89046,51923,43
89048,61367,27
89049,45260,39
89052,97999,21
89060,50000,28
89061,77991,22
89074,87407,30
89081,91733,20
89084,96988,18
89085,111453,20
89086,79222,12
89101,39459,52
89102,49843,47
89103,48901,40
89104,52228,50
89106,42007,39
89107,59571,55
89108,59449,40
89109,53684,23
89110,61001,39
89113,94461,19
89115,51681,34
89117,75145,33
89118,71160,30
89119,46960,43
89120,74688,42
89121,55758,46
89122,63846,26
89123,84428,28
89124,117917,33
89128,73010,32
89129,89798,27
89130,85278,29
89131,116468,22
89134,83688,32
89135,121515,20
89138,161645,15
89139,99815,19
89141,122339,17
89142,71233,31
89143,112004,21
89144,104511,26
89145,74529,35
89146,62899,44
89147,74985,29
89148,96696,18
89149,101697,21
89156,69767,33
89158,119854,20
89161,51250,42
89166,107846,13
89169,40904,48
89178,108806,17
89179,108993,13
89183,87355,21
89301,77518,56
89311,48875,54
89314,52917,42
89316,71554,44
89317,26210,32
89318,56779,85
89403,97153,25
89406,79163,36
89408,89552,25
89410,83108,26
89411,121981,30
89413,232361,42
89415,57083,59
89418,38590,44
89419,72554,43
89421,26000,47
89423,108750,29
89424,72585,44
89425,63241,49
89426,124271,40
89427,49167,44
89428,68750,88
89429,55714,32
89430,175293,24
89431,66592,53
89433,75984,36
89434,91507,39
89436,114100,22
89439,101250,21
89440,159438,65
89441,131616,22
89442,64444,40
89444,58726,30
89445,81545,34
89447,56691,47
89448,137586,52
89449,83988,50
89451,166509,45
89460,92292,39
89501,33963,51
89502,65328,49
89503,66743,51
89506,86396,27
89508,97361,25
89509,86126,51
89510,100282,36
89511,124130,29
89512,47807,44
89519,155288,33
89521,127181,19
89523,99061,27
89701,73184,44
89703,85230,46
89704,118017,43
89705,79901,34
89706,62815,45
89801,82144,37
89815,102926,30
89820,89014,39
89821,66795,24
89822,60898,48
89823,83491,45
89832,44583,43
89833,113864,51
89834,160750,30
89835,105870,46
89883,48645,37
90001,60767,76
90002,59021,72
90003,56030,70
90004,64826,65
90005,49419,63
90006,51998,71
90007,35378,65
90008,61846,71
90010,101455,23
90011,59017,71
90012,66860,38
90013,36948,82
90014,31000,88
90015,69268,22
90016,73516,77
90017,52717,35
90018,62864,83
90019,73934,81
90020,61184,53
90021,32222,88
90022,67967,75
90023,59057,80
90024,76583,51
90025,103894,51
90026,87334,81
90027,94521,69
90028,61349,59
90029,60440,66
90031,63090,78
90032,82292,76
90033,59652,74
90034,105701,55
90035,105013,65
90036,109785,76
90037,57622,77
90038,61454,61
90039,113818,74
90040,74472,67
90041,114526,79
90042,95282,74
90043,64792,79
90044,53302,69
90045,135032,66
90046,96250,60
90047,71664,80
90048,103495,65
90049,170607,58
90056,133048,68
90057,44823,61
90058,37557,71
90059,56152,69
90061,61046,66
90062,67701,88
90063,72942,82
90064,135383,62
90065,94784,74
90066,114141,59
90067,195433,46
90068,101630,68
90069,107987,58
90077,206319,56
90094,145744,18
90201,60927,66
90210,187801,60
90211,122694,68
90212,118019,75
90220,82335,67
90221,72937,71
90222,78425,67
90230,107109,62
90232,122396,65
90240,101904,69
90241,88006,65
90242,89075,67
90245,150737,62
90247,77333,60
90248,91176,60
90249,89712,69
90250,78331,58
90254,166442,58
90255,64766,74
90260,87825,61
90262,75194,74
90265,196742,49
90266,204306,56
90270,61165,73
90272,189713,59
90274,215925,59
90275,179469,59
90277,127795,56
90278,160236,51
90280,74651,74
90290,149304,50
90291,122738,67
90292,146167,41
90293,134313,53
90301,65806,63
90302,73777,59
90303,72815,70
90304,64125,67
90305,92665,76
90401,110385,32
90402,159100,68
90403,121925,59
90404,95139,55
90405,121241,63
90501,92923,62
90502,94291,53
90503,125912,60
90504,107552,67
90505,115593,61
90601,104052,67
90602,68505,72
90603,136705,69
90604,105074,66
90605,99635,70
90606,100428,71
90620,126094,68
90621,97612,51
90623,116594,54
90630,130154,55
90631,104251,58
90638,109649,66
90640,79625,63
90650,100085,69
90660,88201,69
90670,88872,66
90680,85592,50
90701,101004,60
90703,134987,52
90704,105139,79
90706,78722,60
90710,82478,51
90712,122435,71
90713,133419,71
90715,91875,59
90716,76410,58
90717,94241,60
90720,135851,61
90723,75250,55
90731,76395,61
90732,120807,55
90740,85347,60
90742,122250,63
90743,170966,58
90744,60847,66
90745,107988,61
90746,113364,58
90755,113512,45
90802,74510,56
90803,114656,66
90804,71614,56
90805,73415,67
90806,79208,75
90807,103777,75
90808,137855,71
90810,84350,70
90813,54526,59
90814,104650,65
90815,119716,69
91001,134903,80
91006,123533,66
91007,100705,60
91008,164375,58
91010,102705,60
91011,241875,69
91016,96540,65
91020,72125,52
91024,143547,67
91030,127175,73
91040,98256,67
91042,85603,62
91101,87813,48
91103,93660,68
91104,105958,88
91105,156791,65
91106,90028,55
91107,126449,71
91108,204847,83
91201,82301,69
91202,96459,61
91203,82364,40
91204,74144,49
91205,64564,63
91206,89188,57
91207,118116,70
91208,136892,64
