zcta,median_household_income,housing_age
14211,36300,88
14212,44020,88
14213,53870,88
14214,58228,88
14215,44955,88
14216,69629,88
14217,73800,79
14218,54748,73
14219,78569,64
14220,70963,88
14221,101615,56
14222,81652,88
14223,84161,73
14224,80052,59
14225,67237,70
14226,84325,73
14227,68928,55
14228,74871,47
14301,34549,83
14303,45646,88
14304,66660,67
14305,51004,75
14411,55641,70
14414,72006,58
14415,114028,88
14416,80430,58
14418,65577,49
14420,75577,50
14422,91786,88
14423,80807,57
14424,79778,46
14425,94609,37
14427,56490,64
14428,91558,47
14432,78017,67
14433,66587,75
14435,71865,50
14437,66332,65
14441,70833,88
14445,73625,80
14450,109466,49
14454,77857,51
14456,81310,76
14462,78194,65
14463,46250,88
14464,78600,50
14466,108085,66
14467,88653,54
14468,98693,48
14469,74521,50
14470,65938,59
14471,78405,52
14472,129655,50
14475,123917,50
14476,90536,63
14477,96607,69
14478,86853,44
14479,34572,88
14480,57152,33
14481,79135,51
14482,74216,68
14485,80341,51
14486,131875,88
14487,89688,51
14489,68250,75
14502,83330,40
14504,65750,62
14505,80382,51
14506,126786,48
14507,77273,51
14510,61713,77
14511,75375,69
14512,77130,54
14513,65309,67
14514,86493,35
14516,76000,72
14517,56088,77
14519,85532,46
14521,67198,69
14522,75116,70
14525,77102,60
14526,118777,48
14527,70758,63
14529,74479,88
14530,64576,88
14532,81923,88
14533,68170,45
14534,143694,49
14536,63125,52
14541,77375,65
14543,122654,60
14544,61118,63
14545,100000,88
14546,95046,61
14548,83571,63
14550,52321,75
14551,59167,64
14555,81042,74
14559,94794,50
14560,75257,55
14561,77857,71
14564,115625,31
14568,102604,45
14569,61059,58
14571,80833,80
14572,72557,59
14580,98310,38
14586,124457,26
14589,86885,62
14590,55682,71
14591,85804,71
14592,85000,88
14604,52105,79
14605,21201,71
14606,55807,62
14607,59787,88
14608,40646,88
14609,64603,81
14610,85961,82
14611,31376,88
14612,82800,51
14613,37778,88
14614,62500,74
14615,51262,64
14616,66499,67
14617,90192,74
14618,125098,69
14619,68333,88
14620,61783,81
14621,35383,75
14622,75439,71
14623,65342,56
14624,87989,54
14625,110865,60
14626,78204,46
14701,49685,84
14706,73236,53
14707,46250,88
14708,69286,81
14709,53889,50
14710,66120,68
14711,65938,59
14712,86083,61
14714,115230,81
14715,55640,76
14716,60278,75
14717,83542,58
14718,56250,64
14719,62188,78
14720,51875,88
14721,40250,45
14723,68261,53
14724,83063,53
14726,55156,55
14727,63257,55
14728,67875,54
14729,64276,47
14731,67583,42
14732,31250,88
14733,63068,73
14735,69891,49
14736,92917,54
14737,60270,53
14738,80103,56
14739,57794,52
14740,64853,55
14741,70962,37
14742,78750,67
14743,57244,48
14744,77750,52
14747,56667,55
14748,47917,52
14750,66622,64
14753,55000,61
14754,62750,50
14755,66103,63
14757,67115,68
14760,54929,85
14767,67607,44
14769,49267,75
14770,56910,63
14772,79583,69
14774,39250,88
14775,49961,82
14777,57500,51
14779,42593,88
14781,61625,56
14782,71250,53
14784,77750,44
14787,53587,79
14788,66000,88
14801,63125,58
14802,40489,73
14803,51694,56
14804,83173,55
14805,65000,66
14806,74688,67
14807,64408,54
14808,33203,88
14809,63875,58
14810,51950,58
14812,62073,57
14813,63750,70
14814,98783,63
14815,56875,51
14816,63487,71
14817,77228,55
14818,69107,57
14819,50000,51
14820,64306,52
14821,77609,55
14822,66771,56
14823,63140,61
14824,61061,57
14825,61250,65
14826,69464,64
14830,73263,73
14836,74130,68
14837,65845,57
14838,73884,50
14839,79861,85
14840,84792,62
14841,89821,48
14842,74821,50
14843,57874,83
14845,76832,58
14846,73587,51
14847,73594,72
14850,71445,53
14855,76500,78
14858,81750,50
14859,98750,45
14860,78170,51
14861,64904,52
14864,63667,66
14865,53846,59
14867,75507,42
14869,80481,61
14870,84476,52
14871,72484,63
14872,62708,40
14873,68239,41
14874,90500,82
14877,57750,62
14879,53750,50
14880,58750,62
14881,89063,62
14882,91960,47
14883,68750,48
14884,48750,45
14885,75500,41
14886,82000,53
14889,61944,63
14891,61875,64
14892,54043,59
14894,51250,49
14895,63910,70
14897,66458,60
14898,58824,43
14901,40989,88
14903,67012,72
14904,53174,82
14905,90825,82
15001,70985,67
15003,59550,84
15005,73354,68
15006,79417,88
15009,88294,70
15010,71200,70
15012,60172,61
15014,53551,88
15015,155208,67
15017,86937,50
15018,37000,88
15019,32926,59
15020,76250,88
15021,75000,67
15022,58387,78
15024,79647,62
15025,76531,68
15026,115556,40
15027,65466,67
15028,48750,88
15030,56094,81
15031,35404,63
15033,39921,85
15034,51715,78
15035,65907,71
15037,77579,63
15038,31824,81
15042,75742,49
15043,87672,47
15044,136723,37
15045,47803,79
15046,81992,63
15047,45792,73
15049,60595,67
15050,91406,58
15051,62563,88
15052,73352,61
15053,89931,88
15054,74167,88
15055,71719,32
15056,67292,88
15057,120821,40
15059,66231,78
15060,56118,61
15061,73010,63
15062,52889,73
15063,65179,73
15065,67803,71
15066,63836,73
15067,52352,67
15068,63426,67
15071,102328,35
15074,54063,73
15076,50573,88
15077,64583,64
15078,82303,53
15081,54107,83
15082,113750,81
15083,64750,67
15084,63090,75
15085,82456,68
15086,130688,30
15088,55000,70
15089,60533,68
15090,160576,36
15101,114634,54
15102,108966,61
15104,40104,84
15106,77247,71
15108,100859,53
15110,44180,80
15112,47730,77
15116,94352,64
15120,55714,75
15122,72485,69
15126,99693,39
15129,99519,50
15131,61744,70
15132,35397,79
15133,65938,74
15135,82632,69
15136,69099,63
15137,53632,66
15139,92782,63
15140,36419,69
15142,119667,24
15143,132674,54
15144,67520,73
15145,49628,80
15146,79300,58
15147,66757,68
15148,37179,82
15201,93231,88
15202,68287,84
15203,67345,88
15204,59420,80
15205,70991,69
15206,72920,84
15207,57427,88
15208,63086,88
15209,85542,70
15210,52169,88
15211,79758,88
15212,64077,88
15213,31069,67
15214,61645,75
15215,99071,73
15216,80313,88
15217,95668,88
15218,67960,88
15219,34897,64
15220,75611,62
15221,55028,75
15222,114167,57
15223,61083,75
15224,66993,88
15225,61094,77
15226,73321,80
15227,75448,72
15228,123681,76
15229,90703,67
15232,66582,74
15233,78750,88
15234,78366,71
15235,67240,68
15236,90767,68
15237,109895,55
15238,116575,54
15239,101045,56
15241,153936,55
15243,116200,70
15301,70473,60
15310,44063,41
15311,75050,53
15312,73542,64
15313,64792,88
15314,59356,68
15315,48362,88
15316,66875,78
15317,108044,47
15320,64213,59
15321,117656,47
15322,87635,79
15323,78947,59
15325,71615,88
15327,70296,57
15329,92917,50
15330,111680,47
15331,58750,88
15332,66578,59
15333,89333,75
15334,96842,51
15337,64375,57
15338,67981,70
15340,82431,60
15341,98125,54
15342,92402,59
15344,73886,52
15345,59375,88
15346,46012,88
15347,48839,80
15349,68125,60
15350,58117,88
15351,27557,88
15352,63750,63
15353,145341,88
15357,89453,72
15358,103789,88
15359,79135,88
15360,85341,62
15362,105685,46
15363,63281,74
15364,62125,66
15365,71944,88
15366,41550,88
15367,135542,31
15370,65511,63
15376,86607,72
15377,80625,55
15379,75625,88
15380,85313,60
15401,53925,70
15410,76667,83
15411,68125,52
15412,40625,88
15416,119583,57
15417,55395,80
15419,43813,62
15420,81875,88
15421,250001,70
15422,92727,88
15423,77857,67
15424,56190,57
15425,53160,69
15427,54250,88
15428,70368,60
15429,49583,88
15430,71184,88
15431,62202,59
15432,74500,66
15433,49051,78
15434,83224,86
15436,62917,54
15437,64813,48
15438,53917,71
15440,66250,88
15442,57246,84
15444,59077,63
15445,47955,60
15447,60750,88
15448,47011,88
15449,53510,32
15450,53500,84
15451,34861,44
15455,54554,44
15456,58828,54
15458,61979,58
15459,71250,44
15460,25000,88
15461,57596,73
15464,46250,39
15465,45000,52
15466,46429,88
15467,60313,88
15468,69375,88
15469,56301,54
15470,80750,47
15472,82852,74
15473,69438,63
15474,62500,88
15475,54706,88
15477,72716,76
15478,67449,60
15479,63852,61
15480,47375,79
15482,41042,79
15483,52422,84
15484,98579,48
15486,66250,51
15490,49408,38
15501,59245,56
15502,80694,40
15521,53947,51
15522,57029,62
15530,59205,56
15531,60855,59
15533,49570,43
15534,49191,45
15535,57212,50
15536,61458,48
15537,62538,56
15538,75833,53
15539,45893,71
15540,70875,43
15541,62992,48
15542,58393,71
15544,89536,88
15545,56757,62
15547,64716,67
15550,53750,55
15551,67727,62
15552,65551,74
15554,50500,46
15555,76250,71
15557,61042,55
15558,64038,79
15559,61902,53
15560,65000,88
15561,92813,80
15562,84844,64
15563,62411,69
15564,56250,55
15565,98750,88
15601,78555,55
15610,72938,51
15611,64125,64
15612,59018,55
15613,71988,56
15615,88750,82
15616,115648,40
15617,73125,85
15618,61579,67
15620,59967,66
15622,46583,43
15623,57335,69
15626,61103,48
15627,59398,65
15628,64219,30
15629,55278,88
15631,52727,88
15632,93664,49
15633,113623,71
15634,62000,77
15636,145492,33
15637,70461,71
15639,79843,44
15640,83000,88
15641,65536,71
15642,97706,58
15644,64684,69
15650,63305,66
15655,31635,82
15656,68311,67
15658,82771,65
15661,80564,84
15662,83715,88
15663,76250,71
15665,82375,62
15666,68102,64
15668,124494,49
15670,79345,55
15671,65556,60
15672,66840,53
15673,66629,75
15674,86827,70
15675,76406,81
15677,51579,73
15678,66389,64
15679,77099,44
15680,46332,88
15681,73130,63
15682,88438,50
15683,51913,64
15684,63500,77
15686,49977,57
15687,54798,46
15688,80938,65
15690,55457,80
15691,168289,43
15692,71574,88
15693,49118,88
15695,44167,88
15696,65250,88
15697,64961,65
15698,49375,88
15701,56311,53
15711,47083,75
15713,58365,65
15714,52500,72
15715,60625,86
15716,30547,58
15717,61304,61
15720,69722,66
15721,41875,88
15722,68068,70
15724,67500,55
15725,78375,54
15727,64063,84
15728,60143,59
15729,54625,81
15730,66696,88
15731,58281,74
15732,62000,58
15736,66429,53
15738,59250,88
15739,68125,88
15741,57500,88
15742,52375,72
15744,111875,79
15745,66458,88
15746,42321,68
15747,54938,48
15748,70474,59
15752,67813,88
15753,58125,49
15754,56434,88
15756,47500,76
15757,56176,60
15759,57132,55
15760,80938,13
15762,67188,54
15763,50625,58
15764,66250,56
15765,73646,52
15767,50589,65
15770,43250,69
15771,63750,59
15772,62727,65
15773,54821,79
15774,80375,50
15775,72321,80
15776,25625,88
15778,72500,88
15779,92250,80
15780,89583,88
15781,53000,85
15783,62000,78
15784,82500,88
15801,67583,55
15821,55313,55
15823,51125,53
15824,64623,65
15825,64130,66
15827,83125,88
15828,36250,55
15829,64167,53
15832,38125,59
15834,50609,69
15840,57344,62
15841,31071,88
15845,68347,75
15846,70662,47
15847,125139,88
15848,66250,41
15849,60096,59
15851,63158,62
15853,59344,72
15856,61985,55
15857,67662,64
15860,65774,56
15861,68750,61
15864,65859,75
15865,45313,74
15866,82708,74
15868,70395,57
15870,63750,61
15901,27121,78
15902,44215,82
15904,67394,57
15905,69212,73
15906,43284,82
15909,61016,71
15920,76012,53
15921,44545,85
15923,57167,60
15924,52240,83
15925,56944,86
15926,62019,64
15927,98633,88
15928,87237,69
15930,146114,38
15931,64780,54
15935,61941,88
15936,58396,80
15937,83917,88
15938,71250,63
15940,88274,49
15942,84875,65
15943,56200,72
15944,69076,57
15945,68203,79
15946,55582,72
15948,55972,88
15949,72375,83
15951,58104,88
15953,37014,88
15954,43958,57
15955,59327,62
15956,52448,88
15957,71250,49
15958,66250,52
15960,59583,88
15961,61538,73
15962,55469,80
15963,61566,68
16001,63635,65
16002,90305,54
16020,74135,38
16022,76250,85
16023,86042,40
16024,72500,88
16025,71722,57
16027,84531,82
16028,62750,68
16029,61607,70
16030,61719,72
16033,108071,50
16034,88300,41
16035,53750,88
16036,69375,88
16037,93077,37
16038,72850,53
16040,84792,53
16041,67167,59
16045,72600,88
16046,151560,24
16048,71250,85
16049,62650,63
16050,56708,64
16051,88958,42
16052,81739,47
16053,76054,33
16054,71500,77
16055,90950,45
16056,75893,45
16057,58288,48
16059,110828,42
16061,74464,44
16063,95893,50
16066,124189,30
16101,51128,71
16102,56053,74
16105,65855,67
16110,81250,58
16111,70074,46
16112,74821,71
16113,60000,53
16114,69500,50
16115,68571,67
16116,69559,53
16117,73045,76
16120,65750,61
16121,42595,70
16123,102500,49
16124,55455,62
16125,54787,65
16127,72429,60
16130,58750,57
16131,59659,44
16132,57650,82
16133,76713,49
16134,63519,54
16136,73750,79
16137,71250,51
16141,73910,50
16142,84205,55
16143,85375,54
16145,67321,59
16146,45670,79
16148,70490,56
16150,56334,69
16151,73958,88
16153,63750,63
16154,57870,52
16156,69054,54
16157,60345,68
16159,69391,58
16160,44510,62
16161,40536,71
16201,72556,63
16210,49107,48
16212,73750,88
16213,71667,88
16214,57521,55
16217,56250,52
16218,71000,44
16222,64688,54
16223,60521,65
16224,74643,60
16226,63750,70
16228,70833,76
16229,81731,63
16230,46932,79
16232,65525,63
16233,91159,54
16235,77798,63
16236,49057,88
16238,77885,88
16239,52121,54
16240,58281,67
16242,55677,75
16244,47614,75
16245,48438,88
16246,47188,88
16248,65272,74
16249,68214,61
16250,57841,88
16253,45833,84
16254,56563,54
16255,56058,67
16256,60398,45
16258,55188,50
16259,59861,63
16260,52870,46
16262,69375,51
16301,57596,79
16311,70938,48
16313,53947,63
16314,70389,53
16316,62750,56
16317,57768,52
16319,65900,54
16322,23854,73
16323,62562,70
16326,78750,35
16327,76146,55
16328,60000,77
16329,64250,70
16333,44405,65
16334,71875,64
16335,57591,66
16340,57446,56
16341,61818,61
16342,63750,55
16343,83264,88
16344,58382,83
16345,95192,52
16346,59718,53
16347,58125,66
16350,69792,50
16351,51515,59
16352,40357,64
16353,56034,54
16354,48963,68
16360,71528,55
16361,108750,88
16362,65833,46
16364,74886,59
16365,59206,78
16370,35833,56
16371,57514,62
16372,46458,54
16373,63047,62
16374,57829,53
16401,70052,57
16402,54213,51
16403,69851,61
16404,65972,49
16405,73125,68
16406,65911,60
16407,58606,63
16410,83977,60
16411,66779,47
16412,71590,47
16415,108214,50
16416,75093,51
16417,88041,49
16420,53750,55
16421,64091,63
16422,45750,62
16423,74635,53
16424,56186,57
16426,80135,42
16427,61250,70
16428,78675,61
16433,68542,53
16434,59420,49
16435,59938,65
16436,47500,52
16438,65000,67
16440,77500,65
16441,81117,45
16442,73571,46
16443,70344,65
16501,16394,60
16502,38566,88
16503,32340,88
16504,56622,68
16505,72938,68
16506,81060,47
16507,33361,88
16508,56391,77
16509,68846,51
16510,66450,57
16511,74102,70
16601,58070,76
16602,55046,75
16611,70887,55
16613,73785,45
16616,28542,77
16617,52609,73
16619,85357,60
16620,57857,45
16621,70577,49
16622,34000,63
16623,61667,52
16624,58438,52
16625,55274,53
16627,64013,54
16630,58315,58
16633,90556,88
16634,58750,76
16635,69760,46
16636,89821,51
16637,56083,56
16638,86500,88
16639,75165,53
16640,54286,37
16641,65417,71
16645,68750,88
16646,66359,73
16647,88333,45
16648,81540,61
16650,62426,53
16651,66357,72
16652,68339,58
16655,66823,50
16656,48071,75
16657,63353,45
16659,72656,61
16661,58021,74
16662,73828,50
16664,76364,53
16665,66250,72
16666,63262,70
16667,74167,52
16668,58750,77
16669,78977,52
16670,45625,88
16671,78750,88
16672,91458,60
16673,70464,67
16674,64145,55
16675,40104,88
16678,55234,56
16679,50893,67
16680,81827,79
16682,75121,88
16683,90625,75
16684,34107,73
16685,140313,70
16686,69008,70
16689,60000,58
16691,67250,52
16692,74028,49
16693,62898,66
16694,75469,74
16695,71667,60
16701,65102,78
16720,49479,58
16725,83750,74
16726,71750,68
16729,57574,77
16731,61991,65
16732,73393,65
16733,48750,54
16734,65789,88
16735,57489,77
16738,66971,53
16740,48500,74
16743,54083,71
16745,48929,68
16746,51125,56
16748,61250,56
16749,72250,63
16750,122689,31
16801,61836,47
16803,73532,37
16820,83900,40
16822,71635,51
16823,76245,48
16825,54844,85
16826,60938,52
16827,103558,43
16828,76468,49
16829,61750,53
16830,58304,64
16832,38456,50
16833,65809,53
16834,118204,38
16835,60114,88
16836,62841,44
16837,58063,61
16838,57917,54
16839,63000,88
16840,46540,43
16841,69233,49
16843,43365,54
16844,85147,41
16845,72770,68
16847,53438,81
16848,62321,64
16851,100768,37
16852,57917,51
16854,78625,74
16855,71667,82
16858,56655,44
16859,55938,46
16860,75393,88
16861,21949,81
16863,66071,55
16865,77717,55
16866,49968,62
16868,180412,64
16870,121528,33
16871,51250,51
16872,72708,61
16874,79375,53
16875,71250,43
16876,70000,55
16877,68500,41
16878,62169,49
16879,80417,81
16881,66458,52
16882,55455,65
16901,67146,55
16910,47500,88
16911,101528,68
16912,69982,88
16914,68558,56
16915,61781,55
16917,62321,47
16920,60000,79
16921,52969,51
16922,67063,62
16923,73864,56
16925,64792,51
16926,83424,46
16927,60625,50
16928,69155,81
16929,62813,49
16930,71111,52
16932,81458,48
16933,65096,56
16935,63125,49
16936,62895,56
16937,57917,66
16938,75000,50
16942,53250,64
16943,58500,51
16946,54792,52
16947,59872,55
16948,46116,54
16950,52009,53
17002,69750,60
17003,92209,52
17004,65068,54
17005,61429,88
17006,64722,60
17007,117130,43
17009,73088,74
17011,92556,63
17013,71042,59
17015,86981,38
17016,56933,62
17017,82396,54
17018,72188,57
17019,94423,38
17020,73396,51
17021,61000,53
17022,86767,44
17023,79435,53
17024,79292,41
17025,91285,41
17026,102663,38
17027,86513,43
17028,59554,36
17029,76080,53
17032,81250,48
17033,72945,54
17034,52700,66
17035,47500,45
17036,115533,40
17037,75000,56
17038,75417,48
17040,78824,52
17041,86397,40
17042,74831,60
17043,61173,74
17044,59935,74
17045,76800,48
17046,62221,63
17047,87578,50
17048,73993,88
17049,70109,53
17050,113720,31
17051,64079,55
17052,67115,59
17053,82269,50
17054,78523,88
17055,99077,43
17057,73407,52
17058,49125,50
17059,64970,53
17060,67159,64
17061,55611,62
17062,90893,51
17063,75444,57
17064,130417,88
17065,86406,58
17066,50765,68
17067,76183,47
17068,82888,46
17069,80000,50
17070,88000,60
17071,46667,65
17073,91452,41
17074,81964,55
17075,70625,88
17077,52656,66
17078,93135,47
17080,73438,88
17081,73977,45
17082,75000,56
17084,80197,55
17086,61875,63
17087,93150,61
17088,113933,88
17090,78281,39
17093,75926,88
17094,66375,51
17097,69063,88
17098,63041,88
17099,62250,74
17101,50878,83
17102,54573,88
17103,39825,81
17104,46510,74
17109,71833,62
17110,80699,52
17111,86385,44
17112,103876,40
17113,68244,70
17201,61234,53
17202,96318,40
17210,62344,42
17211,53750,41
17212,84205,48
17213,76506,48
17214,62188,63
17215,69773,66
17217,75208,52
17220,66359,44
17221,62109,52
17222,80000,47
17223,38355,64
17224,114779,46
17225,88457,43
17228,67438,48
17229,70313,52
17233,61296,52
17236,79271,55
17237,80903,54
17238,65189,52
17239,69107,52
17240,91429,47
17241,75500,49
17243,42381,49
17244,70729,52
17246,74713,88
17247,52159,40
17249,74107,78
17251,92955,88
17252,73629,52
17253,71143,67
17254,140100,56
17255,66667,55
17257,71181,45
17260,45324,45
17262,87708,54
17263,88835,52
17264,53382,47
17265,44844,77
17266,66667,73
17267,77788,47
17268,73161,51
17271,93075,66
17301,84712,37
17302,82200,53
17303,81905,73
17304,84885,43
17306,75000,74
17307,88571,55
17309,84917,55
17311,77500,88
17313,70176,56
17314,96047,49
17315,82884,39
17316,90664,42
17317,88906,86
17319,99778,43
17320,90076,38
17321,114205,39
17322,103152,41
17324,77824,52
17325,80948,49
17327,101106,51
17329,121309,44
17331,79488,49
17339,96583,43
17340,90030,47
17342,92019,88
17344,65833,50
17345,92821,45
17347,98261,47
17349,120618,40
17350,79401,39
17352,125750,70
17353,100150,50
17356,86561,44
17360,97896,46
17361,104958,39
17362,98702,49
17363,107386,35
17364,75677,43
17365,91742,49
17366,83448,57
17368,92694,53
17370,89895,41
17371,106856,83
17372,82313,49
17401,42826,88
17402,81166,48
17403,75384,68
17404,78506,62
17406,83521,54
17407,122625,51
17408,94565,43
17501,78182,55
17502,72776,35
17504,88542,88
17505,96583,62
17508,104597,44
17509,77238,51
17512,66684,67
17516,103942,51
17517,99202,43
17518,64875,44
17519,96250,47
17520,93235,59
17522,74828,44
17527,94788,44
17529,80050,47
17532,84562,39
17535,108774,29
17536,76042,44
17538,86719,45
17540,91895,50
17543,97435,38
17545,84704,50
17547,92199,36
17551,68661,42
17552,97683,36
17554,98431,38
17555,116429,40
17557,82491,48
17560,62169,42
17562,108462,44
17563,94167,48
17565,125313,48
17566,78108,47
17569,96313,48
17570,90833,65
17572,80804,63
17578,81990,43
17579,91621,45
17582,100263,52
17584,108723,38
17601,102435,46
17602,75862,62
17603,77084,67
17701,53237,72
17702,70210,68
17720,70300,43
17721,59073,47
17723,77500,66
17724,55817,65
17727,49464,83
17728,77165,49
17729,48333,59
17731,98750,57
17737,70131,55
17739,55417,88
17740,70236,62
17742,71250,51
17744,72500,47
17745,58555,63
17747,71731,53
17748,70417,45
17749,74500,73
17750,147723,46
17751,75072,53
17752,71118,55
17754,72633,58
17756,77043,53
17758,59167,54
17760,66528,55
17762,95625,69
17763,57083,80
17764,41173,76
17765,88553,41
17768,54583,48
17769,130000,70
17771,71016,49
17772,81146,55
17774,70556,59
17776,67500,60
17777,67188,54
17778,56250,56
17779,54311,88
17801,60664,73
17810,77232,50
17812,59338,60
17813,64792,52
17814,65089,51
17815,67510,54
17820,67685,61
17821,76971,51
17823,78864,56
17824,118176,51
17827,61806,69
17829,80417,88
17830,73942,60
17832,52569,88
17834,56167,74
17835,48611,88
17836,91250,88
17837,88975,55
17841,63269,49
17842,62940,48
17844,68314,48
17845,66510,59
17846,66591,54
17847,58775,56
17850,51429,54
17851,53637,88
17853,63787,45
17855,88929,60
17856,91661,45
17857,67298,57
17858,81250,30
17859,75515,48
17860,92000,39
17861,66607,88
17862,52868,64
17864,79881,57
17865,37083,62
17866,51010,88
17867,75833,88
17868,76250,72
17870,70339,55
17872,48750,88
17876,70972,61
17878,68125,55
17880,61667,73
17881,54122,88
17884,55909,88
17885,92917,57
17886,47574,74
17889,89063,45
17901,62484,79
17921,71141,88
17922,99260,46
17923,32857,88
17925,79821,88
17929,73424,88
17930,49500,88
17931,56507,76
17934,69659,88
17935,50202,88
17936,92837,88
17938,93722,62
17941,63750,56
17944,64844,88
17945,24813,88
17946,125100,65
17948,47813,88
17949,54250,88
17951,153559,88
17952,68281,88
17953,75000,88
17954,53806,88
17957,106250,75
17959,52361,88
17960,73281,46
17961,94941,55
17963,79118,57
17964,77656,56
17965,61284,88
17967,77321,62
17968,111500,88
17970,67703,88
17972,68558,67
17974,111488,52
17976,57587,88
17978,65577,59
17979,178661,88
17980,71210,88
17981,73261,88
17982,71071,88
17983,72411,73
17985,71979,53
18011,104449,43
18013,78847,68
18014,82027,49
18015,60800,69
18017,91173,53
18018,75417,74
18020,126166,40
18030,68173,88
18031,113625,23
18032,81098,85
18034,153200,35
18036,129123,52
18037,83542,52
18038,117121,58
18040,107016,26
18041,98615,53
18042,77556,88
18045,114528,40
18049,93694,65
18051,139506,35
18052,75665,59
18053,83370,50
18054,101920,49
18055,90234,61
18056,104844,42
18058,73041,46
18059,167961,35
18062,110675,31
18063,64963,82
18064,103393,51
18066,109115,41
18067,93652,55
18069,117895,38
18070,74638,71
18071,70217,60
18072,80716,73
18073,115766,37
18074,130462,48
18076,79615,44
18077,97917,82
18078,120857,43
18079,96071,88
18080,74522,60
18083,99688,88
18085,112813,68
18086,69179,72
18087,72917,52
18088,82083,48
18091,80464,53
18092,112721,53
18101,44773,56
18102,43085,88
18103,72895,62
18104,94601,54
18106,92813,38
18109,58031,63
18201,47802,73
18202,55153,59
18210,70683,35
18211,78806,56
18214,82375,68
18216,49350,88
18218,59250,88
18219,52566,64
18220,48750,88
18221,71250,88
18222,108581,34
18224,69620,81
18229,66875,48
18231,49539,88
18232,44713,88
18234,30949,88
18235,72571,55
18237,47174,79
18240,63608,82
18241,83750,88
18242,165720,88
18244,68750,88
18245,69219,88
18246,112250,54
18248,58625,79
18249,97593,48
18250,65268,88
18252,65257,85
18254,87813,70
18255,69034,64
18256,57750,78
18301,90522,41
18302,79736,38
18321,100481,43
18322,121421,48
18324,67344,38
18325,103500,43
18326,85352,48
18327,96094,79
18328,86561,43
18330,93733,37
18332,91912,40
18334,90729,36
18335,116947,22
18336,71295,58
18337,93149,40
18342,68843,38
18343,80491,45
18344,83707,42
18346,56750,49
18347,84389,44
18350,115913,47
18351,52679,88
18353,79071,43
18354,85588,48
18355,96364,35
18360,71481,49
18370,143250,42
18371,102679,24
18372,123344,40
18403,77521,53
18405,72472,48
18407,59652,67
18411,98824,51
18414,93065,52
18415,90852,36
18417,63333,46
18419,61402,54
18420,73333,53
18421,68256,56
18424,61315,43
18425,71083,46
18426,63219,45
18428,76538,42
18430,92083,88
18431,56779,54
18433,75000,60
18434,62922,71
18435,100162,38
18436,69498,43
18437,55833,52
18438,60972,50
18439,71964,53
18440,250001,83
18441,85938,54
18443,98490,49
18444,84246,46
18445,53429,40
18446,71157,54
18447,66677,65
18451,155238,42
18452,56438,81
18453,85110,41
18454,61250,63
18455,57115,79
18456,69750,56
18458,96635,50
18460,51500,70
18461,42321,51
18462,69667,68
18463,100972,37
18464,77277,42
18465,67578,49
18466,80169,39
18469,92386,55
18470,73654,43
18471,140536,74
18472,61094,45
18473,27004,88
18503,36107,88
18504,55036,88
18505,52398,79
18507,75395,60
18508,49895,88
18509,51062,88
18510,53235,88
18512,64708,80
18517,77120,62
18518,71812,66
18519,58500,81
18602,160962,60
18603,60352,62
18610,67656,34
18612,93750,50
18614,68864,52
18615,76184,51
18616,62857,54
18617,52527,88
18618,83500,53
18619,66250,56
18621,71964,49
18622,63750,80
18623,74798,45
18625,62500,85
18626,75250,55
18628,81667,82
18629,59464,51
18630,89464,45
18631,46125,59
18632,92644,70
18634,61439,79
18635,73480,58
18636,57132,51
18640,60862,65
18641,75708,75
18642,61250,74
18643,63125,65
18644,70026,70
18651,41990,83
18655,72571,54
18656,76804,43
18657,75317,51
18660,80568,52
18661,75057,45
18701,33329,58
18702,56378,75
18704,64444,72
18705,59344,84
18706,58558,68
18707,109567,41
18708,98545,52
18709,42135,76
18801,70510,51
18810,58750,64
18812,89688,48
18814,60000,60
18816,103333,88
18817,67875,45
18818,62917,45
18821,52857,57
18822,60132,56
18824,72250,55
18825,72679,46
18826,88958,53
18828,56667,58
18829,84667,86
18830,67969,47
18831,82132,52
18832,52961,61
18833,71691,52
18834,70323,49
18837,71131,49
18840,59214,68
18842,82969,44
18844,92750,45
18845,58036,44
18846,86042,44
18847,57386,56
18848,59861,65
18850,71739,51
18851,78333,53
18853,67250,51
18854,77917,42
18901,118256,51
18902,161267,32
18912,250001,88
18914,148824,41
18915,141696,24
18917,84250,50
18920,152813,53
18923,79722,49
18925,207609,24
18929,179380,34
18930,127072,50
18933,226083,88
18935,113214,53
18936,250001,48
18938,184833,42
18940,157414,39
18942,100417,61
18944,130997,45
18946,189333,61
18947,140783,41
18950,225795,88
18951,98268,44
18954,159857,48
18955,78750,57
18960,109028,42
18962,94536,61
18964,96143,53
18966,128838,52
18969,108995,50
18970,114688,77
18972,80208,65
18974,103779,52
18976,123285,37
18977,211719,44
18980,145278,61
19001,108042,71
19002,143600,53
19003,119861,85
19004,149232,66
19006,128295,59
19007,65511,70
19008,119698,67
19009,137188,56
19010,144471,66
19012,125625,74
19013,41261,76
19014,96781,55
19015,82450,61
19017,166917,41
19018,73522,70
19020,83223,51
19021,70199,67
19022,48969,72
19023,46463,76
19025,188490,41
19026,89234,76
19027,106066,72
19029,53451,70
19030,96603,62
19031,134592,68
19032,61306,66
19033,114400,69
19034,165354,58
19035,250001,58
19036,79144,70
19038,117683,75
19040,114293,68
19041,151989,67
19043,95377,69
19044,88173,47
19046,109818,72
19047,109530,45
19050,60859,80
19052,88831,88
